"index","Name","leftX","topY","rightX","bottomY","pageNo","lineNumber","RightMargin","LeftMargin","TopMargin","BottomMargin","RightMarginRelative","LeftMarginRelative","TopMarginRelative","BottomMarginRelative","PositionOnLine","PageHeight","PageWidth","LineSize","HasDate","level","block_num","par_num","line_num","word_num","VerticalPositionRelative","HorizontalPositionRelative","linewhitespace","TextPatterns","fileName","filePath","fileRefNum","TOP_index","TOP_Name","TOP_leftX","TOP_topY","TOP_rightX","TOP_bottomY","TOP_RightMargin","TOP_LeftMargin","TOP_TopMargin","TOP_BottomMargin","TOP_RightMarginRelative","TOP_LeftMarginRelative","TOP_TopMarginRelative","TOP_BottomMarginRelative","TOP_PositionOnLine","TOP_PageHeight","TOP_PageWidth","TOP_LineSize","TOP_HasDate","TOP_VerticalPositionRelative","TOP_HorizontalPositionRelative","TOP_linewhitespace","BOTTOM_Name","BOTTOM_index","BOTTOM_leftX","BOTTOM_topY","BOTTOM_rightX","BOTTOM_bottomY","BOTTOM_RightMargin","BOTTOM_LeftMargin","BOTTOM_TopMargin","BOTTOM_BottomMargin","BOTTOM_RightMarginRelative","BOTTOM_LeftMarginRelative","BOTTOM_TopMarginRelative","BOTTOM_BottomMarginRelative","BOTTOM_PositionOnLine","BOTTOM_PageHeight","BOTTOM_PageWidth","BOTTOM_LineSize","BOTTOM_HasDate","BOTTOM_VerticalPositionRelative","BOTTOM_HorizontalPositionRelative","BOTTOM_linewhitespace","LEFT_Name","LEFT_index","LEFT_leftX","LEFT_topY","LEFT_rightX","LEFT_bottomY","LEFT_RightMargin","LEFT_LeftMargin","LEFT_TopMargin","LEFT_BottomMargin","LEFT_RightMarginRelative","LEFT_LeftMarginRelative","LEFT_TopMarginRelative","LEFT_BottomMarginRelative","LEFT_PositionOnLine","LEFT_PageHeight","LEFT_PageWidth","LEFT_LineSize","LEFT_HasDate","LEFT_VerticalPositionRelative","LEFT_HorizontalPositionRelative","LEFT_linewhitespace","RIGHT_Name","RIGHT_index","RIGHT_leftX","RIGHT_topY","RIGHT_rightX","RIGHT_bottomY","RIGHT_RightMargin","RIGHT_LeftMargin","RIGHT_TopMargin","RIGHT_BottomMargin","RIGHT_RightMarginRelative","RIGHT_LeftMarginRelative","RIGHT_TopMarginRelative","RIGHT_BottomMarginRelative","RIGHT_PositionOnLine","RIGHT_PageHeight","RIGHT_PageWidth","RIGHT_LineSize","RIGHT_HasDate","RIGHT_VerticalPositionRelative","RIGHT_HorizontalPositionRelative","RIGHT_linewhitespace"
52,"S.A.",435.54545454545456,1405,497,1438,0,9,"0.2004","0.1756","0.4005","0.4099","0.2383","0.0062","0.2041","0.0023","0.2000","3508","2480",10,0,,,,,,"0.9890","0.0253","0.6488","X?X?","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","File2f1efc2585a95804951b27e898583c0e",37,"MUMBAI,MAHARASHTRA",159,656,514,689,"0.2073","0.0641","0.1870","0.1964","0.1056","","0.0023","0.0140","0.0000","3508","2480",3,0,"0.1404","","0.7712","ALLEE",65,387.5,1446,468.3928571428571,1474,"0.1889","0.1563","0.4122","0.4202","0.0065","0.0196","0.2158","0.0034","0.2857","3508","2480",14,0,"0.9844","0.7500","0.5392","SENSY",51,343.3636363636364,1405,420.1818181818182,1438,"0.1694","0.1385","0.4005","0.4099","0.0062","0.0186","0.2041","0.0248","0.1000","3508","2480",10,0,"0.8917","0.7500","0.6488","Buyer/Applicant",53,1088,1407,1315.142857142857,1439,"0.5303","0.4387","0.4011","0.4102","0.0183","0.2383","0.2275","0.0017","0.3000","3508","2480",10,0,"0.9925","0.9286","0.6488"
53,"Buyer/Applicant",1088,1407,1315.142857142857,1439,0,9,"0.5303","0.4387","0.4011","0.4102","0.0183","0.2383","0.2275","0.0017","0.3000","3508","2480",10,0,,,,,,"0.9925","0.9286","0.6488","Xxxxx?Xxxxxxxxx","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","File2f1efc2585a95804951b27e898583c0e",29,"PES",1172.3076923076924,578,1224,609,"0.4935","0.4727","0.1648","0.1736","","0.3674","0.0014","0.2275","0.9000","3508","2480",10,0,"0.0062","","0.7131","JUMET",69,1185.5,1445,1266.75,1473,"0.5108","0.4780","0.4119","0.4199","0.0590","0.3413","0.0017","0.0029","0.5714","3508","2480",14,0,"0.3750","0.8527","0.5392","S.A.",52,435.54545454545456,1405,497,1438,"0.2004","0.1756","0.4005","0.4099","0.2383","0.0062","0.2041","0.0023","0.2000","3508","2480",10,0,"0.9890","0.0253","0.6488","SENSY",54,1360.5714285714284,1407,1436.2857142857142,1439,"0.5791","0.5486","0.4011","0.4102","0.0061","0.0183",,"0.0125","0.4000","3508","2480",10,0,,"0.7500","0.6488"
54,"SENSY",1360.5714285714284,1407,1436.2857142857142,1439,0,9,"0.5791","0.5486","0.4011","0.4102","0.0061","0.0183",,"0.0125","0.4000","3508","2480",10,0,,,,,,,"0.7500","0.6488","XXXXX","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","File2f1efc2585a95804951b27e898583c0e",,,,,,,,,,,,,,,,,,,,,,,"(BELGIUM)",80,1313.8695652173913,1483,1461,1518,"0.5891","0.5298","0.4227","0.4327","","0.0066","0.0029","0.0011","0.8333","3508","2480",6,0,"0.7143","","0.7246","Buyer/Applicant",53,1088,1407,1315.142857142857,1439,"0.5303","0.4387","0.4011","0.4102","0.0183","0.2383","0.2275","0.0017","0.3000","3508","2480",10,0,"0.9925","0.9286","0.6488","S.A.",55,1451.4285714285713,1407,1512,1439,"0.6097","0.5853","0.4011","0.4102","0.2208","0.0061",,"0.0017","0.5000","3508","2480",10,0,,"0.0269","0.6488"
55,"S.A.",1451.4285714285713,1407,1512,1439,0,9,"0.6097","0.5853","0.4011","0.4102","0.2208","0.0061",,"0.0017","0.5000","3508","2480",10,0,,,,,,,"0.0269","0.6488","X?X?","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","File2f1efc2585a95804951b27e898583c0e",,,,,,,,,,,,,,,,,,,,,,,"CENTRALE",72,1413,1445,1543,1473,"0.6222","0.5698","0.4119","0.4199","0.1093","0.0066","0.0017","0.1040","0.7857","3508","2480",14,0,"0.0162","0.0566","0.5392","SENSY",54,1360.5714285714284,1407,1436.2857142857142,1439,"0.5791","0.5486","0.4011","0.4102","0.0061","0.0183",,"0.0125","0.4000","3508","2480",10,0,,"0.7500","0.6488","Date",60,2059.6363636363635,1408,2114,1436,"0.8524","0.8305","0.4014","0.4094","","0.7106",,"0.0245","0.9000","3508","2480",10,0,,"","0.6488"
56,"Tax",1815,1408,1855.7727272727273,1436,0,9,"0.7483","0.7319","0.4014","0.4094","0.0055","0.1222",,"0.0245","0.6000","3508","2480",10,0,,,,,,,"0.9571","0.6488","Xxx","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","File2f1efc2585a95804951b27e898583c0e",,,,,,,,,,,,,,,,,,,,,,,"Buyer's",85,1814,1522,1908.08,1559,"0.7694","0.7315","0.4339","0.4444","0.0054","0.1685",,"0.0795","0.5000","3508","2480",8,0,,"0.9688","0.6648","S.A.",55,1451.4285714285713,1407,1512,1439,"0.6097","0.5853","0.4011","0.4102","0.2208","0.0061",,"0.0017","0.5000","3508","2480",10,0,,"0.0269","0.6488","Invoice",57,1869.3636363636363,1408,1964.5,1436,"0.7921","0.7538","0.4014","0.4094","0.0384","0.6339",,"","0.7000","3508","2480",10,0,,"0.9429","0.6488"
57,"Invoice",1869.3636363636363,1408,1964.5,1436,0,9,"0.7921","0.7538","0.4014","0.4094","0.0384","0.6339",,"","0.7000","3508","2480",10,0,,,,,,,"0.9429","0.6488","Xxxxxxx","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","File2f1efc2585a95804951b27e898583c0e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"Consignee",50,159,1405,297.27272727272725,1438,"0.1199","0.0641","0.4005","0.4099","0.0186","","0.1822","0.0248","0.0000","3508","2480",10,0,"0.8802","","0.6488","Date",60,2059.6363636363635,1408,2114,1436,"0.8524","0.8305","0.4014","0.4094","","0.7106",,"0.0245","0.9000","3508","2480",10,0,,"","0.6488"
58,"No.",1978.090909090909,1408,2018.8636363636363,1436,0,9,"0.8141","0.7976","0.4014","0.4094","0.0164","0.0055",,"0.1146","0.8000","3508","2480",10,0,,,,,,,"0.2500","0.6488","Xx?","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","File2f1efc2585a95804951b27e898583c0e",,,,,,,,,,,,,,,,,,,,,,,"Final",107,1936.5454545454547,1838,2001.0909090909092,1875,"0.8069","0.7809","0.5239","0.5345","0.0052","0.7096","0.0795","0.0331","0.8824","3508","2480",17,0,"0.7063","0.9927","0.5337","Invoice",57,1869.3636363636363,1408,1964.5,1436,"0.7921","0.7538","0.4014","0.4094","0.0384","0.6339",,"","0.7000","3508","2480",10,0,,"0.9429","0.6488","Date",60,2059.6363636363635,1408,2114,1436,"0.8524","0.8305","0.4014","0.4094","","0.7106",,"0.0245","0.9000","3508","2480",10,0,,"","0.6488"
60,"Date",2059.6363636363635,1408,2114,1436,0,9,"0.8524","0.8305","0.4014","0.4094","","0.7106",,"0.0245","0.9000","3508","2480",10,0,,,,,,,"","0.6488","Xxxx","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","File2f1efc2585a95804951b27e898583c0e",,,,,,,,,,,,,,,,,,,,,,,"Date",89,2082.8,1522,2136.56,1559,"0.8615","0.8398","0.4339","0.4444","","0.7096","0.0245","0.0795","0.8750","3508","2480",8,0,"0.2356","","0.6648","Consignee",50,159,1405,297.27272727272725,1438,"0.1199","0.0641","0.4005","0.4099","0.0186","","0.1822","0.0248","0.0000","3508","2480",10,0,"0.8802","","0.6488",,,,,,,,,,,"",,,,,,,,,,,
61,"ZI",161,1446,193.35714285714286,1474,0,10,"0.0780","0.0649","0.4122","0.4202","0.4918","","0.0023","0.0145","0.0000","3508","2480",14,0,,,,,,"0.1356","","0.5392","XX","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","File2f1efc2585a95804951b27e898583c0e",50,"Consignee",159,1405,297.27272727272725,1438,"0.1199","0.0641","0.4005","0.4099","0.0186","","0.1822","0.0248","0.0000","3508","2480",10,0,"0.8802","","0.6488","CHARLEROI",81,162,1525,322.94117647058823,1553,"0.1302","0.0653","0.4347","0.4427","0.0072","","0.0248","0.0476","0.0000","3508","2480",8,0,"0.3425","","0.6648",,,,,,,,,,,,"",,,,,,,,,,,"CENTRALE",72,1413,1445,1543,1473,"0.6222","0.5698","0.4119","0.4199","0.1093","0.0066","0.0017","0.1040","0.7857","3508","2480",14,0,"0.0162","0.0566","0.5392"
62,"DE",209.53571428571428,1446,241.89285714285714,1474,0,10,"0.0975","0.0845","0.4122","0.4202","0.0065","0.0065","0.0023","0.0145","0.0714","3508","2480",14,0,,,,,,"0.1356","0.5000","0.5392","XX","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","File2f1efc2585a95804951b27e898583c0e",50,"Consignee",159,1405,297.27272727272725,1438,"0.1199","0.0641","0.4005","0.4099","0.0186","","0.1822","0.0248","0.0000","3508","2480",10,0,"0.8802","","0.6488","CHARLEROI",81,162,1525,322.94117647058823,1553,"0.1302","0.0653","0.4347","0.4427","0.0072","","0.0248","0.0476","0.0000","3508","2480",8,0,"0.3425","","0.6648","ZI",61,161,1446,193.35714285714286,1474,"0.0780","0.0649","0.4122","0.4202","0.4918","","0.0023","0.0145","0.0000","3508","2480",14,0,"0.1356","","0.5392","JUMET",63,258.07142857142856,1446,338.96428571428567,1474,"0.1367","0.1041","0.4122","0.4202","0.4331","0.0065","0.2158","0.0034","0.1429","3508","2480",14,0,"0.9844","0.0148","0.5392"
63,"JUMET",258.07142857142856,1446,338.96428571428567,1474,0,10,"0.1367","0.1041","0.4122","0.4202","0.4331","0.0065","0.2158","0.0034","0.1429","3508","2480",14,0,,,,,,"0.9844","0.0148","0.5392","XXXXX","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","File2f1efc2585a95804951b27e898583c0e",37,"MUMBAI,MAHARASHTRA",159,656,514,689,"0.2073","0.0641","0.1870","0.1964","0.1056","","0.0023","0.0140","0.0000","3508","2480",3,0,"0.1404","","0.7712","JUMET",76,290.39130434782606,1486,371.2608695652174,1518,"0.1497","0.1171","0.4236","0.4327","0.0065","0.0065","0.0034","0.0576","0.1667","3508","2480",6,0,"0.0561","0.5000","0.7246","DE",62,209.53571428571428,1446,241.89285714285714,1474,"0.0975","0.0845","0.4122","0.4202","0.0065","0.0065","0.0023","0.0145","0.0714","3508","2480",14,0,"0.1356","0.5000","0.5392","CENTRALE",72,1413,1445,1543,1473,"0.6222","0.5698","0.4119","0.4199","0.1093","0.0066","0.0017","0.1040","0.7857","3508","2480",14,0,"0.0162","0.0566","0.5392"
64,"-",355.1428571428571,1446,371.32142857142856,1474,0,10,"0.1497","0.1432","0.4122","0.4202","0.0065","0.0065","0.0023","0.0034","0.2143","3508","2480",14,0,,,,,,"0.4000","0.5000","0.5392","?","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","File2f1efc2585a95804951b27e898583c0e",51,"SENSY",343.3636363636364,1405,420.1818181818182,1438,"0.1694","0.1385","0.4005","0.4099","0.0062","0.0186","0.2041","0.0248","0.1000","3508","2480",10,0,"0.8917","0.7500","0.6488","JUMET",76,290.39130434782606,1486,371.2608695652174,1518,"0.1497","0.1171","0.4236","0.4327","0.0065","0.0065","0.0034","0.0576","0.1667","3508","2480",6,0,"0.0561","0.5000","0.7246","JUMET",63,258.07142857142856,1446,338.96428571428567,1474,"0.1367","0.1041","0.4122","0.4202","0.4331","0.0065","0.2158","0.0034","0.1429","3508","2480",14,0,"0.9844","0.0148","0.5392","ALLEE",65,387.5,1446,468.3928571428571,1474,"0.1889","0.1563","0.4122","0.4202","0.0065","0.0196","0.2158","0.0034","0.2857","3508","2480",14,0,"0.9844","0.7500","0.5392"
65,"ALLEE",387.5,1446,468.3928571428571,1474,0,10,"0.1889","0.1563","0.4122","0.4202","0.0065","0.0196","0.2158","0.0034","0.2857","3508","2480",14,0,,,,,,"0.9844","0.7500","0.5392","XXXXX","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","File2f1efc2585a95804951b27e898583c0e",37,"MUMBAI,MAHARASHTRA",159,656,514,689,"0.2073","0.0641","0.1870","0.1964","0.1056","","0.0023","0.0140","0.0000","3508","2480",3,0,"0.1404","","0.7712","(BELGIUM)",77,387.4347826086956,1486,533,1518,"0.2149","0.1562","0.4236","0.4327","0.3149","0.0065","0.0034","0.0020","0.3333","3508","2480",6,0,"0.6316","0.0203","0.7246","JUMET",63,258.07142857142856,1446,338.96428571428567,1474,"0.1367","0.1041","0.4122","0.4202","0.4331","0.0065","0.2158","0.0034","0.1429","3508","2480",14,0,"0.9844","0.0148","0.5392","CENTRALE",66,484.57142857142856,1446,614,1474,"0.2476","0.1954","0.4122","0.4202","0.3222","0.0065","0.2275","","0.3571","3508","2480",14,0,"","0.0198","0.5392"
66,"CENTRALE",484.57142857142856,1446,614,1474,0,10,"0.2476","0.1954","0.4122","0.4202","0.3222","0.0065","0.2275","","0.3571","3508","2480",14,0,,,,,,"","0.0198","0.5392","XXXXXXXX","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","File2f1efc2585a95804951b27e898583c0e",33,"MARG",510.69696969696975,620,580.6363636363637,648,"0.2341","0.2059","0.1767","0.1847","0.0071","0.0353",,"0.2275","0.4286","3508","2480",7,0,,"0.8333","0.7534",,,,,,,,,,,,,,"",,,,,,,,,"ALLEE",65,387.5,1446,468.3928571428571,1474,"0.1889","0.1563","0.4122","0.4202","0.0065","0.0196","0.2158","0.0034","0.2857","3508","2480",14,0,"0.9844","0.7500","0.5392","CENTRALE",72,1413,1445,1543,1473,"0.6222","0.5698","0.4119","0.4199","0.1093","0.0066","0.0017","0.1040","0.7857","3508","2480",14,0,"0.0162","0.0566","0.5392"
67,"ZI",1088,1445,1120.5,1473,0,10,"0.4518","0.4387","0.4119","0.4199","0.1179","0.1911","0.0017","0.0140","0.4286","3508","2480",14,0,,,,,,"0.1091","0.6184","0.5392","XX","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","File2f1efc2585a95804951b27e898583c0e",53,"Buyer/Applicant",1088,1407,1315.142857142857,1439,"0.5303","0.4387","0.4011","0.4102","0.0183","0.2383","0.2275","0.0017","0.3000","3508","2480",10,0,"0.9925","0.9286","0.6488","CHARLEROI",83,1088,1522,1251.0588235294117,1554,"0.5045","0.4387","0.4339","0.4430","0.0073","0.2508","0.0237","","0.2500","3508","2480",8,0,"","0.9717","0.6648","CENTRALE",66,484.57142857142856,1446,614,1474,"0.2476","0.1954","0.4122","0.4202","0.3222","0.0065","0.2275","","0.3571","3508","2480",14,0,"","0.0198","0.5392","CENTRALE",72,1413,1445,1543,1473,"0.6222","0.5698","0.4119","0.4199","0.1093","0.0066","0.0017","0.1040","0.7857","3508","2480",14,0,"0.0162","0.0566","0.5392"
68,"DE",1136.75,1445,1169.25,1473,0,10,"0.4715","0.4584","0.4119","0.4199","0.0066","0.3217","0.0017","0.0140","0.5000","3508","2480",14,0,,,,,,"0.1091","0.9800","0.5392","XX","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","File2f1efc2585a95804951b27e898583c0e",53,"Buyer/Applicant",1088,1407,1315.142857142857,1439,"0.5303","0.4387","0.4011","0.4102","0.0183","0.2383","0.2275","0.0017","0.3000","3508","2480",10,0,"0.9925","0.9286","0.6488","CHARLEROI",83,1088,1522,1251.0588235294117,1554,"0.5045","0.4387","0.4339","0.4430","0.0073","0.2508","0.0237","","0.2500","3508","2480",8,0,"","0.9717","0.6648","JUMET",63,258.07142857142856,1446,338.96428571428567,1474,"0.1367","0.1041","0.4122","0.4202","0.4331","0.0065","0.2158","0.0034","0.1429","3508","2480",14,0,"0.9844","0.0148","0.5392","JUMET",69,1185.5,1445,1266.75,1473,"0.5108","0.4780","0.4119","0.4199","0.0590","0.3413","0.0017","0.0029","0.5714","3508","2480",14,0,"0.3750","0.8527","0.5392"
69,"JUMET",1185.5,1445,1266.75,1473,0,10,"0.5108","0.4780","0.4119","0.4199","0.0590","0.3413","0.0017","0.0029","0.5714","3508","2480",14,0,,,,,,"0.3750","0.8527","0.5392","XXXXX","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","File2f1efc2585a95804951b27e898583c0e",53,"Buyer/Applicant",1088,1407,1315.142857142857,1439,"0.5303","0.4387","0.4011","0.4102","0.0183","0.2383","0.2275","0.0017","0.3000","3508","2480",10,0,"0.9925","0.9286","0.6488","JUMET",79,1215.7826086956522,1483,1297.521739130435,1518,"0.5232","0.4902","0.4227","0.4327","0.0066","0.3405","0.0029","","0.6667","3508","2480",6,0,"","0.9810","0.7246","JUMET",63,258.07142857142856,1446,338.96428571428567,1474,"0.1367","0.1041","0.4122","0.4202","0.4331","0.0065","0.2158","0.0034","0.1429","3508","2480",14,0,"0.9844","0.0148","0.5392","CENTRALE",72,1413,1445,1543,1473,"0.6222","0.5698","0.4119","0.4199","0.1093","0.0066","0.0017","0.1040","0.7857","3508","2480",14,0,"0.0162","0.0566","0.5392"
70,"-",1283,1445,1299.25,1473,0,10,"0.5239","0.5173","0.4119","0.4199","0.0066","0.0066","0.0017","0.0029","0.6429","3508","2480",14,0,,,,,,"0.3750","0.5000","0.5392","?","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","File2f1efc2585a95804951b27e898583c0e",53,"Buyer/Applicant",1088,1407,1315.142857142857,1439,"0.5303","0.4387","0.4011","0.4102","0.0183","0.2383","0.2275","0.0017","0.3000","3508","2480",10,0,"0.9925","0.9286","0.6488","JUMET",79,1215.7826086956522,1483,1297.521739130435,1518,"0.5232","0.4902","0.4227","0.4327","0.0066","0.3405","0.0029","","0.6667","3508","2480",6,0,"","0.9810","0.7246","JUMET",69,1185.5,1445,1266.75,1473,"0.5108","0.4780","0.4119","0.4199","0.0590","0.3413","0.0017","0.0029","0.5714","3508","2480",14,0,"0.3750","0.8527","0.5392","ALLEE",71,1315.5,1445,1396.75,1473,"0.5632","0.5304","0.4119","0.4199","0.0066","0.3938","0.2486","0.0029","0.7143","3508","2480",14,0,"0.9887","0.9836","0.5392"
71,"ALLEE",1315.5,1445,1396.75,1473,0,10,"0.5632","0.5304","0.4119","0.4199","0.0066","0.3938","0.2486","0.0029","0.7143","3508","2480",14,0,,,,,,"0.9887","0.9836","0.5392","XXXXX","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","File2f1efc2585a95804951b27e898583c0e",17,"Warehouse)",1234.4651162790697,535,1374,573,"0.5540","0.4978","0.1525","0.1633","","0.0056",,"0.2377","0.8000","3508","2480",5,0,,"","0.7294","(BELGIUM)",80,1313.8695652173913,1483,1461,1518,"0.5891","0.5298","0.4227","0.4327","","0.0066","0.0029","0.0011","0.8333","3508","2480",6,0,"0.7143","","0.7246","JUMET",63,258.07142857142856,1446,338.96428571428567,1474,"0.1367","0.1041","0.4122","0.4202","0.4331","0.0065","0.2158","0.0034","0.1429","3508","2480",14,0,"0.9844","0.0148","0.5392","CENTRALE",72,1413,1445,1543,1473,"0.6222","0.5698","0.4119","0.4199","0.1093","0.0066","0.0017","0.1040","0.7857","3508","2480",14,0,"0.0162","0.0566","0.5392"
72,"CENTRALE",1413,1445,1543,1473,0,10,"0.6222","0.5698","0.4119","0.4199","0.1093","0.0066","0.0017","0.1040","0.7857","3508","2480",14,0,,,,,,"0.0162","0.0566","0.5392","XXXXXXXX","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","File2f1efc2585a95804951b27e898583c0e",55,"S.A.",1451.4285714285713,1407,1512,1439,"0.6097","0.5853","0.4011","0.4102","0.2208","0.0061",,"0.0017","0.5000","3508","2480",10,0,,"0.0269","0.6488","Country",100,1446,1838,1536.3636363636363,1875,"0.6195","0.5831","0.5239","0.5345","0.1926","0.1440","0.1040","0.0011","0.4706","3508","2480",17,0,"0.9892","0.4277","0.5337","ALLEE",71,1315.5,1445,1396.75,1473,"0.5632","0.5304","0.4119","0.4199","0.0066","0.3938","0.2486","0.0029","0.7143","3508","2480",14,0,"0.9887","0.9836","0.5392","1000Q1X11000197",73,1814,1443,2063,1476,"0.8319","0.7315","0.4113","0.4208","0.0415","0.1093","0.0020","0.0131","0.8571","3508","2480",14,0,"0.1321","0.7246","0.5392"
73,"1000Q1X11000197",1814,1443,2063,1476,0,10,"0.8319","0.7315","0.4113","0.4208","0.0415","0.1093","0.0020","0.0131","0.8571","3508","2480",14,0,,,,,,"0.1321","0.7246","0.5392","0000X0X00000000","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","File2f1efc2585a95804951b27e898583c0e",57,"Invoice",1869.3636363636363,1408,1964.5,1436,"0.7921","0.7538","0.4014","0.4094","0.0384","0.6339",,"","0.7000","3508","2480",10,0,,"0.9429","0.6488","Buyer's",85,1814,1522,1908.08,1559,"0.7694","0.7315","0.4339","0.4444","0.0054","0.1685",,"0.0795","0.5000","3508","2480",8,0,,"0.9688","0.6648","CENTRALE",72,1413,1445,1543,1473,"0.6222","0.5698","0.4119","0.4199","0.1093","0.0066","0.0017","0.1040","0.7857","3508","2480",14,0,"0.0162","0.0566","0.5392","04/03/2025",74,2166,1445,2314,1477,"0.9331","0.8734","0.4119","0.4210","","0.7367",,"","0.9286","3508","2480",14,1,,"","0.5392"
74,"04/03/2025",2166,1445,2314,1477,0,10,"0.9331","0.8734","0.4119","0.4210","","0.7367",,"","0.9286","3508","2480",14,1,,,,,,,"","0.5392","00?00?0000","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","File2f1efc2585a95804951b27e898583c0e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"JUMET",63,258.07142857142856,1446,338.96428571428567,1474,"0.1367","0.1041","0.4122","0.4202","0.4331","0.0065","0.2158","0.0034","0.1429","3508","2480",14,0,"0.9844","0.0148","0.5392",,,,,,,,,,,"",,,,,,,,,,,
