"index","Name","leftX","topY","rightX","bottomY","pageNo","lineNumber","RightMargin","LeftMargin","TopMargin","BottomMargin","RightMarginRelative","LeftMarginRelative","TopMarginRelative","BottomMarginRelative","PositionOnLine","PageHeight","PageWidth","LineSize","HasDate","level","block_num","par_num","line_num","word_num","VerticalPositionRelative","HorizontalPositionRelative","linewhitespace","TextPatterns","fileName","filePath","fileRefNum","TOP_index","TOP_Name","TOP_leftX","TOP_topY","TOP_rightX","TOP_bottomY","TOP_RightMargin","TOP_LeftMargin","TOP_TopMargin","TOP_BottomMargin","TOP_RightMarginRelative","TOP_LeftMarginRelative","TOP_TopMarginRelative","TOP_BottomMarginRelative","TOP_PositionOnLine","TOP_PageHeight","TOP_PageWidth","TOP_LineSize","TOP_HasDate","TOP_VerticalPositionRelative","TOP_HorizontalPositionRelative","TOP_linewhitespace","BOTTOM_Name","BOTTOM_index","BOTTOM_leftX","BOTTOM_topY","BOTTOM_rightX","BOTTOM_bottomY","BOTTOM_RightMargin","BOTTOM_LeftMargin","BOTTOM_TopMargin","BOTTOM_BottomMargin","BOTTOM_RightMarginRelative","BOTTOM_LeftMarginRelative","BOTTOM_TopMarginRelative","BOTTOM_BottomMarginRelative","BOTTOM_PositionOnLine","BOTTOM_PageHeight","BOTTOM_PageWidth","BOTTOM_LineSize","BOTTOM_HasDate","BOTTOM_VerticalPositionRelative","BOTTOM_HorizontalPositionRelative","BOTTOM_linewhitespace","LEFT_Name","LEFT_index","LEFT_leftX","LEFT_topY","LEFT_rightX","LEFT_bottomY","LEFT_RightMargin","LEFT_LeftMargin","LEFT_TopMargin","LEFT_BottomMargin","LEFT_RightMarginRelative","LEFT_LeftMarginRelative","LEFT_TopMarginRelative","LEFT_BottomMarginRelative","LEFT_PositionOnLine","LEFT_PageHeight","LEFT_PageWidth","LEFT_LineSize","LEFT_HasDate","LEFT_VerticalPositionRelative","LEFT_HorizontalPositionRelative","LEFT_linewhitespace","RIGHT_Name","RIGHT_index","RIGHT_leftX","RIGHT_topY","RIGHT_rightX","RIGHT_bottomY","RIGHT_RightMargin","RIGHT_LeftMargin","RIGHT_TopMargin","RIGHT_BottomMargin","RIGHT_RightMarginRelative","RIGHT_LeftMarginRelative","RIGHT_TopMarginRelative","RIGHT_BottomMarginRelative","RIGHT_PositionOnLine","RIGHT_PageHeight","RIGHT_PageWidth","RIGHT_LineSize","RIGHT_HasDate","RIGHT_VerticalPositionRelative","RIGHT_HorizontalPositionRelative","RIGHT_linewhitespace"
119,"Destination",1521.5294117647059,1997,1660,2029,0,16,"0.6694","0.6135","0.5693","0.5784","0.0548","0.0051","0.0348","0.1029","0.6364","3508","2480",11,0,,,,,,"0.2526","0.0847","0.6631","Xxxxxxxxxxx","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","File2f1efc2585a95804951b27e898583c0e",102,"Origin",1588,1838,1665.4545454545455,1875,"0.6716","0.6403","0.5239","0.5345","0.1405","0.5691",,"0.0348","0.5882","3508","2480",17,0,,"0.8019","0.5337","weight/",151,1523.3333333333333,2390,1612,2426,"0.6500","0.6142","0.6813","0.6916","0.2444","0.0051","0.1029","0.0009","0.6000","3508","2480",15,0,"0.9918","0.0205","0.6172","Final",118,1446,1997,1508.9411764705883,2029,"0.6084","0.5831","0.5693","0.5784","0.0051","0.2105","0.0237","0.0026","0.5455","3508","2480",11,0,"0.9022","0.9765","0.6631","Terms",120,1796,1991,1863.6470588235295,2034,"0.7515","0.7242","0.5676","0.5798","0.0218","0.0548","0.0214","0.0003","0.7273","3508","2480",11,0,"0.9868","0.7153","0.6631"
120,"Terms",1796,1991,1863.6470588235295,2034,0,16,"0.7515","0.7242","0.5676","0.5798","0.0218","0.0548","0.0214","0.0003","0.7273","3508","2480",11,0,,,,,,"0.9868","0.7153","0.6631","Xxxxx","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","File2f1efc2585a95804951b27e898583c0e",111,"Belgium",1794,1878,1906,1916,"0.7685","0.7234","0.5353","0.5462","","0.0980","0.0009","0.0214","0.6667","3508","2480",3,0,"0.0385","","0.8899","DDP",124,1795,2035,1864,2070,"0.7516","0.7238","0.5801","0.5901","","0.0935","0.0003","0.0009","0.5000","3508","2480",2,0,"0.2500","","0.9254","Destination",119,1521.5294117647059,1997,1660,2029,"0.6694","0.6135","0.5693","0.5784","0.0548","0.0051","0.0348","0.1029","0.6364","3508","2480",11,0,"0.2526","0.0847","0.6631","Delivery",122,1917.764705882353,1991,2026,2034,"0.8169","0.7733","0.5676","0.5798","","0.6891","0.0331","0.0459","0.9091","3508","2480",11,0,"0.4188","","0.6631"
121,"of",1877.1764705882354,1991,1904.235294117647,2034,0,16,"0.7678","0.7569","0.5676","0.5798","0.0055","0.0055","0.0214","","0.8182","3508","2480",11,0,,,,,,"","0.5000","0.6631","xx","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","File2f1efc2585a95804951b27e898583c0e",111,"Belgium",1794,1878,1906,1916,"0.7685","0.7234","0.5353","0.5462","","0.0980","0.0009","0.0214","0.6667","3508","2480",3,0,"0.0385","","0.8899",,,,,,,,,,,,,,"",,,,,,,,,"Terms",120,1796,1991,1863.6470588235295,2034,"0.7515","0.7242","0.5676","0.5798","0.0218","0.0548","0.0214","0.0003","0.7273","3508","2480",11,0,"0.9868","0.7153","0.6631","Delivery",122,1917.764705882353,1991,2026,2034,"0.8169","0.7733","0.5676","0.5798","","0.6891","0.0331","0.0459","0.9091","3508","2480",11,0,"0.4188","","0.6631"
122,"Delivery",1917.764705882353,1991,2026,2034,0,16,"0.8169","0.7733","0.5676","0.5798","","0.6891","0.0331","0.0459","0.9091","3508","2480",11,0,,,,,,"0.4188","","0.6631","Xxxxxxxx","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","File2f1efc2585a95804951b27e898583c0e",107,"Final",1936.5454545454547,1838,2001.0909090909092,1875,"0.8069","0.7809","0.5239","0.5345","0.0052","0.7096","0.0795","0.0331","0.8824","3508","2480",17,0,"0.7063","0.9927","0.5337","Payment",138,1933.5625,2195,2039,2228,"0.8222","0.7797","0.6257","0.6351","","0.1543","0.0459","0.0014","0.7500","3508","2480",4,0,"0.9699","","0.8718","Airport",112,120,1993,208.89999999999998,2035,"0.0842","0.0484","0.5681","0.5801","0.6891","","0.0228","0.0117","0.0000","3508","2480",11,0,"0.6612","","0.6631",,,,,,,,,,,"",,,,,,,,,,,
123,"Charleroi",1447,2038,1563,2067,0,17,"0.6302","0.5835","0.5810","0.5892","0.0935","","0.0026","0.0356","0.0000","3508","2480",2,0,,,,,,"0.0672","","0.9254","Xxxxxxxxx","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","File2f1efc2585a95804951b27e898583c0e",118,"Final",1446,1997,1508.9411764705883,2029,"0.6084","0.5831","0.5693","0.5784","0.0051","0.2105","0.0237","0.0026","0.5455","3508","2480",11,0,"0.9022","0.9765","0.6631","Belgium",135,1444,2192,1551,2231,"0.6254","0.5823","0.6249","0.6360","0.0996","","0.0356","0.0453","0.0000","3508","2480",4,0,"0.4401","","0.8718",,,,,,,,,,,,"",,,,,,,,,,,"DDP",124,1795,2035,1864,2070,"0.7516","0.7238","0.5801","0.5901","","0.0935","0.0003","0.0009","0.5000","3508","2480",2,0,"0.2500","","0.9254"
124,"DDP",1795,2035,1864,2070,0,17,"0.7516","0.7238","0.5801","0.5901","","0.0935","0.0003","0.0009","0.5000","3508","2480",2,0,,,,,,"0.2500","","0.9254","XXX","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","File2f1efc2585a95804951b27e898583c0e",120,"Terms",1796,1991,1863.6470588235295,2034,"0.7515","0.7242","0.5676","0.5798","0.0218","0.0548","0.0214","0.0003","0.7273","3508","2480",11,0,"0.9868","0.7153","0.6631","SENSY",131,1795,2073,1876,2107,"0.7565","0.7238","0.5909","0.6006","0.0065","0.3488","0.0009","0.0251","0.7500","3508","2480",8,0,"0.0330","0.9816","0.7526","Charleroi",123,1447,2038,1563,2067,"0.6302","0.5835","0.5810","0.5892","0.0935","","0.0026","0.0356","0.0000","3508","2480",2,0,"0.0672","","0.9254",,,,,,,,,,,"",,,,,,,,,,,
125,"BRUSSELS",120,2076,260.2352941176471,2108,0,18,"0.1049","0.0484","0.5918","0.6009","0.0071","","0.0117","0.0011","0.0000","3508","2480",8,0,,,,,,"0.9111","","0.7526","XXXXXXXX","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","File2f1efc2585a95804951b27e898583c0e",112,"Airport",120,1993,208.89999999999998,2035,"0.0842","0.0484","0.5681","0.5801","0.6891","","0.0228","0.0117","0.0000","3508","2480",11,0,"0.6612","","0.6631","Belgium",133,116,2112,225,2155,"0.0907","0.0468","0.6021","0.6143","0.1895","","0.0011","0.0673","0.0000","3508","2480",2,0,"0.0167","","0.9226",,,,,,,,,,,,"",,,,,,,,,,,"AIR",126,277.7647058823529,2076,330.3529411764706,2108,"0.1332","0.1120","0.5918","0.6009","0.0071","0.0071","0.0117","","0.1250","3508","2480",8,0,"","0.5000","0.7526"
126,"AIR",277.7647058823529,2076,330.3529411764706,2108,0,18,"0.1332","0.1120","0.5918","0.6009","0.0071","0.0071","0.0117","","0.1250","3508","2480",8,0,,,,,,"","0.5000","0.7526","XXX","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","File2f1efc2585a95804951b27e898583c0e",114,"Discharge",259.7,1993,374,2035,"0.1508","0.1047","0.5681","0.5801","0.1298","0.0205","0.0334","0.0117","0.1818","3508","2480",11,0,"0.7405","0.1363","0.6631",,,,,,,,,,,,,,"",,,,,,,,,"BRUSSELS",125,120,2076,260.2352941176471,2108,"0.1049","0.0484","0.5918","0.6009","0.0071","","0.0117","0.0011","0.0000","3508","2480",8,0,"0.9111","","0.7526","PORT",127,347.88235294117646,2076,418,2108,"0.1685","0.1403","0.5918","0.6009","0.1121","0.0071","0.1491","","0.2500","3508","2480",8,0,"","0.0593","0.7526"
127,"PORT",347.88235294117646,2076,418,2108,0,18,"0.1685","0.1403","0.5918","0.6009","0.1121","0.0071","0.1491","","0.2500","3508","2480",8,0,,,,,,"","0.0593","0.7526","XXXX","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","File2f1efc2585a95804951b27e898583c0e",82,"BELGIUM",340.8235294117647,1525,466,1553,"0.1879","0.1374","0.4347","0.4427","0.2508","0.0072","0.0020","0.1491","0.1250","3508","2480",8,0,"0.0132","0.0279","0.6648",,,,,,,,,,,,,,"",,,,,,,,,"AIR",126,277.7647058823529,2076,330.3529411764706,2108,"0.1332","0.1120","0.5918","0.6009","0.0071","0.0071","0.0117","","0.1250","3508","2480",8,0,"","0.5000","0.7526","Mumbai",128,696,2074,783.75,2111,"0.3160","0.2806","0.5912","0.6018","0.0059","0.1121","0.0114","0.0009","0.3750","3508","2480",8,0,"0.9302","0.9500","0.7526"
128,"Mumbai",696,2074,783.75,2111,0,18,"0.3160","0.2806","0.5912","0.6018","0.0059","0.1121","0.0114","0.0009","0.3750","3508","2480",8,0,,,,,,"0.9302","0.9500","0.7526","Xxxxxx","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","File2f1efc2585a95804951b27e898583c0e",115,"Airport",696,1994,784.6666666666666,2034,"0.3164","0.2806","0.5684","0.5798","0.4569","0.1298","0.0342","0.0114","0.2727","3508","2480",11,0,"0.7500","0.2213","0.6631","INDIA",134,695,2114,778,2149,"0.3137","0.2802","0.6026","0.6126","","0.1895","0.0009","0.1129","0.5000","3508","2480",2,0,"0.0075","","0.9226","PORT",127,347.88235294117646,2076,418,2108,"0.1685","0.1403","0.5918","0.6009","0.1121","0.0071","0.1491","","0.2500","3508","2480",8,0,"","0.0593","0.7526","Air",129,798.375,2074,842.25,2111,"0.3396","0.3219","0.5912","0.6018","0.0059","0.0059","0.0570","0.1237","0.5000","3508","2480",8,0,"0.3155","0.5000","0.7526"
129,"Air",798.375,2074,842.25,2111,0,18,"0.3396","0.3219","0.5912","0.6018","0.0059","0.0059","0.0570","0.1237","0.5000","3508","2480",8,0,,,,,,"0.3155","0.5000","0.7526","Xxx","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","File2f1efc2585a95804951b27e898583c0e",97,"Receipt",811.516129032258,1838,899.8064516129032,1874,"0.3628","0.3272","0.5239","0.5342","0.4493","0.2560","0.2945","0.0342","0.2941","3508","2480",17,0,"0.8959","0.3629","0.5337","load",178,815.0000000000001,2545,870.7142857142858,2585,"0.3511","0.3286","0.7255","0.7369","0.0056","0.0056",,"0.0014","0.5000","3508","2480",10,0,,"0.5000","0.7366","Mumbai",128,696,2074,783.75,2111,"0.3160","0.2806","0.5912","0.6018","0.0059","0.1121","0.0114","0.0009","0.3750","3508","2480",8,0,"0.9302","0.9500","0.7526","Cargo",130,856.875,2074,930,2111,"0.3750","0.3455","0.5912","0.6018","0.3488","0.0059","0.0114","0.0792","0.6250","3508","2480",8,0,"0.1258","0.0166","0.7526"
130,"Cargo",856.875,2074,930,2111,0,18,"0.3750","0.3455","0.5912","0.6018","0.3488","0.0059","0.0114","0.0792","0.6250","3508","2480",8,0,,,,,,"0.1258","0.0166","0.7526","Xxxxx","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","File2f1efc2585a95804951b27e898583c0e",117,"Loading",835.3333333333334,1994,924,2034,"0.3726","0.3368","0.5684","0.5798","0.2105","0.2526","0.0342","0.0114","0.4545","3508","2480",11,0,"0.7500","0.5455","0.6631","Description",146,871,2389,1019.5,2426,"0.4111","0.3512","0.6810","0.6916","0.4833","0.1359",,"0.0339","0.2667","3508","2480",15,0,,"0.2195","0.6172","Air",129,798.375,2074,842.25,2111,"0.3396","0.3219","0.5912","0.6018","0.0059","0.0059","0.0570","0.1237","0.5000","3508","2480",8,0,"0.3155","0.5000","0.7526","SENSY",131,1795,2073,1876,2107,"0.7565","0.7238","0.5909","0.6006","0.0065","0.3488","0.0009","0.0251","0.7500","3508","2480",8,0,"0.0330","0.9816","0.7526"
131,"SENSY",1795,2073,1876,2107,0,18,"0.7565","0.7238","0.5909","0.6006","0.0065","0.3488","0.0009","0.0251","0.7500","3508","2480",8,0,,,,,,"0.0330","0.9816","0.7526","XXXXX","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","File2f1efc2585a95804951b27e898583c0e",124,"DDP",1795,2035,1864,2070,"0.7516","0.7238","0.5801","0.5901","","0.0935","0.0003","0.0009","0.5000","3508","2480",2,0,"0.2500","","0.9254","Terms",136,1798,2195,1873.3125,2228,"0.7554","0.7250","0.6257","0.6351","0.0243","0.0996","0.0251","0.0014","0.2500","3508","2480",4,0,"0.9462","0.8039","0.8718","Cargo",130,856.875,2074,930,2111,"0.3750","0.3455","0.5912","0.6018","0.3488","0.0059","0.0114","0.0792","0.6250","3508","2480",8,0,"0.1258","0.0166","0.7526","S.A.",132,1892.2,2073,1957,2107,"0.7891","0.7630","0.5909","0.6006","","0.0065","0.0111","","0.8750","3508","2480",8,0,"","","0.7526"
132,"S.A.",1892.2,2073,1957,2107,0,18,"0.7891","0.7630","0.5909","0.6006","","0.0065","0.0111","","0.8750","3508","2480",8,0,,,,,,"","","0.7526","X?X?","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","File2f1efc2585a95804951b27e898583c0e",122,"Delivery",1917.764705882353,1991,2026,2034,"0.8169","0.7733","0.5676","0.5798","","0.6891","0.0331","0.0459","0.9091","3508","2480",11,0,"0.4188","","0.6631",,,,,,,,,,,,,,"",,,,,,,,,"SENSY",131,1795,2073,1876,2107,"0.7565","0.7238","0.5909","0.6006","0.0065","0.3488","0.0009","0.0251","0.7500","3508","2480",8,0,"0.0330","0.9816","0.7526",,,,,,,,,,,"",,,,,,,,,,,
133,"Belgium",116,2112,225,2155,0,19,"0.0907","0.0468","0.6021","0.6143","0.1895","","0.0011","0.0673","0.0000","3508","2480",2,0,,,,,,"0.0167","","0.9226","Xxxxxxx","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","File2f1efc2585a95804951b27e898583c0e",125,"BRUSSELS",120,2076,260.2352941176471,2108,"0.1049","0.0484","0.5918","0.6009","0.0071","","0.0117","0.0011","0.0000","3508","2480",8,0,"0.9111","","0.7526","Sales",142,118,2391,189.36363636363637,2423,"0.0764","0.0476","0.6816","0.6907","0.0058","","0.0673","","0.0000","3508","2480",15,0,"","","0.6172",,,,,,,,,,,,"",,,,,,,,,,,"INDIA",134,695,2114,778,2149,"0.3137","0.2802","0.6026","0.6126","","0.1895","0.0009","0.1129","0.5000","3508","2480",2,0,"0.0075","","0.9226"
134,"INDIA",695,2114,778,2149,0,19,"0.3137","0.2802","0.6026","0.6126","","0.1895","0.0009","0.1129","0.5000","3508","2480",2,0,,,,,,"0.0075","","0.9226","XXXXX","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","File2f1efc2585a95804951b27e898583c0e",128,"Mumbai",696,2074,783.75,2111,"0.3160","0.2806","0.5912","0.6018","0.0059","0.1121","0.0114","0.0009","0.3750","3508","2480",8,0,"0.9302","0.9500","0.7526","Underwater",177,661.7857142857143,2545,801.0714285714287,2585,"0.3230","0.2668","0.7255","0.7369","0.0056","0.0654","0.1129","0.0014","0.4000","3508","2480",10,0,"0.9875","0.9209","0.7366","Belgium",133,116,2112,225,2155,"0.0907","0.0468","0.6021","0.6143","0.1895","","0.0011","0.0673","0.0000","3508","2480",2,0,"0.0167","","0.9226",,,,,,,,,,,"",,,,,,,,,,,
135,"Belgium",1444,2192,1551,2231,0,20,"0.6254","0.5823","0.6249","0.6360","0.0996","","0.0356","0.0453","0.0000","3508","2480",4,0,,,,,,"0.4401","","0.8718","Xxxxxxx","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","File2f1efc2585a95804951b27e898583c0e",123,"Charleroi",1447,2038,1563,2067,"0.6302","0.5835","0.5810","0.5892","0.0935","","0.0026","0.0356","0.0000","3508","2480",2,0,"0.0672","","0.9254","Net",150,1472.6666666666667,2390,1510.6666666666667,2426,"0.6091","0.5938","0.6813","0.6916","0.0051","0.5175","0.0453","0.0009","0.5333","3508","2480",15,0,"0.9815","0.9902","0.6172",,,,,,,,,,,,"",,,,,,,,,,,"Terms",136,1798,2195,1873.3125,2228,"0.7554","0.7250","0.6257","0.6351","0.0243","0.0996","0.0251","0.0014","0.2500","3508","2480",4,0,"0.9462","0.8039","0.8718"
136,"Terms",1798,2195,1873.3125,2228,0,20,"0.7554","0.7250","0.6257","0.6351","0.0243","0.0996","0.0251","0.0014","0.2500","3508","2480",4,0,,,,,,"0.9462","0.8039","0.8718","Xxxxx","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","File2f1efc2585a95804951b27e898583c0e",131,"SENSY",1795,2073,1876,2107,"0.7565","0.7238","0.5909","0.6006","0.0065","0.3488","0.0009","0.0251","0.7500","3508","2480",8,0,"0.0330","0.9816","0.7526","FREE",139,1797,2233,1869.3333333333333,2266,"0.7538","0.7246","0.6365","0.6460","0.0292","","0.0014","0.0696","0.0000","3508","2480",3,0,"0.0201","","0.9271","Belgium",135,1444,2192,1551,2231,"0.6254","0.5823","0.6249","0.6360","0.0996","","0.0356","0.0453","0.0000","3508","2480",4,0,"0.4401","","0.8718","Payment",138,1933.5625,2195,2039,2228,"0.8222","0.7797","0.6257","0.6351","","0.1543","0.0459","0.0014","0.7500","3508","2480",4,0,"0.9699","","0.8718"
137,"of",1888.375,2195,1918.5,2228,0,20,"0.7736","0.7614","0.6257","0.6351","0.0061","0.0061","0.0251","","0.5000","3508","2480",4,0,,,,,,"","0.5000","0.8718","xx","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","File2f1efc2585a95804951b27e898583c0e",132,"S.A.",1892.2,2073,1957,2107,"0.7891","0.7630","0.5909","0.6006","","0.0065","0.0111","","0.8750","3508","2480",8,0,"","","0.7526",,,,,,,,,,,,,,"",,,,,,,,,"Terms",136,1798,2195,1873.3125,2228,"0.7554","0.7250","0.6257","0.6351","0.0243","0.0996","0.0251","0.0014","0.2500","3508","2480",4,0,"0.9462","0.8039","0.8718","Payment",138,1933.5625,2195,2039,2228,"0.8222","0.7797","0.6257","0.6351","","0.1543","0.0459","0.0014","0.7500","3508","2480",4,0,"0.9699","","0.8718"
138,"Payment",1933.5625,2195,2039,2228,0,20,"0.8222","0.7797","0.6257","0.6351","","0.1543","0.0459","0.0014","0.7500","3508","2480",4,0,,,,,,"0.9699","","0.8718","Xxxxxxx","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","File2f1efc2585a95804951b27e898583c0e",122,"Delivery",1917.764705882353,1991,2026,2034,"0.8169","0.7733","0.5676","0.5798","","0.6891","0.0331","0.0459","0.9091","3508","2480",11,0,"0.4188","","0.6631","COST",141,1941.6666666666667,2233,2014,2266,"0.8121","0.7829","0.6365","0.6460","","0.0292","0.0014","0.0356","0.6667","3508","2480",3,0,"0.0385","","0.9271","Belgium",135,1444,2192,1551,2231,"0.6254","0.5823","0.6249","0.6360","0.0996","","0.0356","0.0453","0.0000","3508","2480",4,0,"0.4401","","0.8718",,,,,,,,,,,"",,,,,,,,,,,
139,"FREE",1797,2233,1869.3333333333333,2266,0,21,"0.7538","0.7246","0.6365","0.6460","0.0292","","0.0014","0.0696","0.0000","3508","2480",3,0,,,,,,"0.0201","","0.9271","XXXX","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","File2f1efc2585a95804951b27e898583c0e",136,"Terms",1798,2195,1873.3125,2228,"0.7554","0.7250","0.6257","0.6351","0.0243","0.0996","0.0251","0.0014","0.2500","3508","2480",4,0,"0.9462","0.8039","0.8718","ECH",170,1802,2510,1871,2541,"0.7544","0.7266","0.7155","0.7243","0.0427","0.0073","0.0696","","0.7000","3508","2480",10,0,"","0.1452","0.5713",,,,,,,,,,,,"",,,,,,,,,,,"COST",141,1941.6666666666667,2233,2014,2266,"0.8121","0.7829","0.6365","0.6460","","0.0292","0.0014","0.0356","0.6667","3508","2480",3,0,"0.0385","","0.9271"
140,"OF",1887.4166666666665,2233,1923.5833333333333,2266,0,21,"0.7756","0.7611","0.6365","0.6460","0.0073","0.0073","0.0359","","0.3333","3508","2480",3,0,,,,,,"","0.5000","0.9271","XX","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","File2f1efc2585a95804951b27e898583c0e",132,"S.A.",1892.2,2073,1957,2107,"0.7891","0.7630","0.5909","0.6006","","0.0065","0.0111","","0.8750","3508","2480",8,0,"","","0.7526",,,,,,,,,,,,,,"",,,,,,,,,"FREE",139,1797,2233,1869.3333333333333,2266,"0.7538","0.7246","0.6365","0.6460","0.0292","","0.0014","0.0696","0.0000","3508","2480",3,0,"0.0201","","0.9271","COST",141,1941.6666666666667,2233,2014,2266,"0.8121","0.7829","0.6365","0.6460","","0.0292","0.0014","0.0356","0.6667","3508","2480",3,0,"0.0385","","0.9271"
141,"COST",1941.6666666666667,2233,2014,2266,0,21,"0.8121","0.7829","0.6365","0.6460","","0.0292","0.0014","0.0356","0.6667","3508","2480",3,0,,,,,,"0.0385","","0.9271","XXXX","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_1.png","File2f1efc2585a95804951b27e898583c0e",138,"Payment",1933.5625,2195,2039,2228,"0.8222","0.7797","0.6257","0.6351","","0.1543","0.0459","0.0014","0.7500","3508","2480",4,0,"0.9699","","0.8718","Unit",154,1952,2391,2007.5555555555557,2424,"0.8095","0.7871","0.6816","0.6910","0.0056","0.0601","0.0356","","0.8000","3508","2480",15,0,"","0.9147","0.6172","FREE",139,1797,2233,1869.3333333333333,2266,"0.7538","0.7246","0.6365","0.6460","0.0292","","0.0014","0.0696","0.0000","3508","2480",3,0,"0.0201","","0.9271",,,,,,,,,,,"",,,,,,,,,,,
